text,text_lower,label
DEC,dec,ORG
Normas Específicas de Control Escolar,normas específicas de control escolar,ORG
Acuerdo 11/03/19,acuerdo 11/03/19,MISC
SEN,sen,MISC
En educación media,en educación media,MISC
En resumen al 30 de junio de 2019,en resumen al 30 de junio de 2019,MISC
MEC,mec,ORG
A través del MEC,a través del mec,MISC
MATRÍCULA,matrícula,MISC
COBERTURA EDUCATIVA,cobertura educativa,MISC
Durante el ciclo escolar 2018-2019,durante el ciclo escolar 2018-2019,MISC
SEN,sen,MISC
Por primera vez en la historia de la educación en México,por primera vez en la historia de la educación en méxico,MISC
Reforma Constitucional,reforma constitucional,MISC
SEN,sen,MISC
Cohorte,cohorte,LOC
En el ciclo escolar 2017-2018,en el ciclo escolar 2017-2018,MISC
Registrándose,registrándose,LOC
MATRÍCULA ESCOLARIZADA,matrícula escolarizada,MISC
TIPO EDUCATIVO,tipo educativo,ORG
SOSTENIMIENTO Tipo,sostenimiento tipo,MISC
Sostenimiento Alumnos,sostenimiento alumnos,PER
"Ciclo escolar2017-2018 2018-2019Total 36,754,522 36,635,816 Público 31,500,521 31,314,335 Privado 5,254,001 5,321,481Educación básica1/","ciclo escolar2017-2018 2018-2019total 36,754,522 36,635,816 público 31,500,521 31,314,335 privado 5,254,001 5,321,481educación básica1/",MISC
"Público 22,866,845 22,596,818 Privado","público 22,866,845 22,596,818 privado",MISC
"Público 4,237,127 4,242,200 Privado","público 4,237,127 4,242,200 privado",MISC
"1,170,206Capacitación","1,170,206capacitación",MISC
"Público 1,686,122 1,701,979 Privado","público 1,686,122 1,701,979 privado",MISC
Derivado del decreto,derivado del decreto,MISC
Artículo Tercero Constitucional,artículo tercero constitucional,MISC
P,p,MISC
Cifras Preliminares,cifras preliminares,ORG
FUENTE,fuente,ORG
Educación Pública,educación pública,ORG
En el ciclo 2018-2019,en el ciclo 2018-2019,MISC
La eficiencia terminal,la eficiencia terminal,MISC
Relato mítico,relato mítico,MISC
Teoría científica,teoría científica,MISC
La atención a la población,la atención a la población,MISC
EVALUACIONES DE LA CALIDAD,evaluaciones de la calidad,MISC
El Sistema Nacional de Evaluación Educativa,el sistema nacional de evaluación educativa,MISC
SNEE,snee,ORG
Sus principales objetivos,sus principales objetivos,MISC
SEN,sen,MISC
Instituto Nacional para la Evaluación de la Educación,instituto nacional para la evaluación de la educación,ORG
Programa de Mediano Plazo,programa de mediano plazo,MISC
Proyectos de Evaluación y Mejora Educativa,proyectos de evaluación y mejora educativa,MISC
PROEME,proeme,MISC
Chiapas,chiapas,LOC
Chihuahua,chihuahua,LOC
Durango,durango,LOC
Guerrero,guerrero,LOC
Hidalgo,hidalgo,LOC
Jalisco,jalisco,LOC
Michoacán,michoacán,LOC
Nayarit,nayarit,LOC
Oaxaca,oaxaca,LOC
Puebla,puebla,LOC
Quintana Roo,quintana roo,LOC
San Luís Potosí,san luís potosí,LOC
Sinaloa,sinaloa,LOC
Sonora,sonora,LOC
Tabasco,tabasco,LOC
Tlaxcala,tlaxcala,LOC
Veracruz,veracruz,LOC
Yucatán.encuentran,yucatán.encuentran,ORG
Programas Estatales de Evaluación y Mejora Educativa,programas estatales de evaluación y mejora educativa,MISC
PEEME,peeme,LOC
Evaluación de Logro,evaluación de logro,ORG
Sistema de Educación Obligatoria,sistema de educación obligatoria,LOC
PLANEA SEN,planea sen,MISC
Plan Nacional para la Evaluación de los Aprendizajes,plan nacional para la evaluación de los aprendizajes,ORG
PLANEA Básica,planea básica,ORG
La publicación de los resultados,la publicación de los resultados,MISC
PLANEA1/. !,planea1/. !,MISC
PLANEA Básica,planea básica,ORG
Lenguaje y Comunicación.,lenguaje y comunicación.,MISC
Asimismo,asimismo,PER
Matemáticas,matemáticas,LOC
En el seguimiento al Objetivo de Desarrollo Sostenible,en el seguimiento al objetivo de desarrollo sostenible,MISC
ODS,ods,ORG
Meta Nacional 1,meta nacional 1,MISC
Agenda 2030,agenda 2030,MISC
Con el propósito de realizar conjuntamente el Concurso de Asignación,con el propósito de realizar conjuntamente el concurso de asignación,MISC
Ciudad de México,ciudad de méxico,LOC
estado de México,estado de méxico,LOC
Comisión Metropolitana de Instituciones Públicas de Educación Media Superior,comisión metropolitana de instituciones públicas de educación media superior,LOC
COMIPEMS,comipems,LOC
Gaceta Electrónica de Resultados,gaceta electrónica de resultados,ORG
Internet,internet,MISC
COMIPEMS,comipems,MISC
SEP3/,sep3/,ORG
Colegio de Bachilleres,colegio de bachilleres,LOC
Colegio Nacional de Educación Profesional Técnica,colegio nacional de educación profesional técnica,LOC
Dirección General del Bachillerato,dirección general del bachillerato,ORG
Unidad de Educación Media Superior Tecnológica Agropecuaria y Ciencias del Mar,unidad de educación media superior tecnológica agropecuaria y ciencias del mar,ORG
Dirección General de Educación Tecnológica Agropecuaria,dirección general de educación tecnológica agropecuaria,ORG
Dirección General de Educación en Ciencia y Tecnología del Mar,dirección general de educación en ciencia y tecnología del mar,ORG
Unidad de Educación Media Superior Tecnológica Industrial y de Servicios,unidad de educación media superior tecnológica industrial y de servicios,ORG
Dirección General de Educación Tecnológica Industrial,dirección general de educación tecnológica industrial,ORG
Instituto Politécnico Nacional,instituto politécnico nacional,ORG
Secretaría de Educación del Gobierno,secretaría de educación del gobierno,ORG
estado de México,estado de méxico,LOC
Universidad Autónoma,universidad autónoma,LOC
México,méxico,LOC
UAEM,uaem,LOC
Universidad Nacional Autónoma de México,universidad nacional autónoma de méxico,ORG
UNAM,unam,ORG
META,meta,ORG
NACIONAL 1,nacional 1,MISC
Indicadores Primaria Sexto Grado Secundaria Tercer Grado2015,indicadores primaria sexto grado secundaria tercer grado2015,MISC
Matemáticas PLANEA,matemáticas planea,LOC
Lenguaje y Comunicación PLANEA,lenguaje y comunicación planea,MISC
FUENTE,fuente,LOC
Educación,educación,LOC
REGISTRO NACIONAL,registro nacional,MISC
ASOCIACIONES,asociaciones,ORG
El Registro Nacional de Profesionistas,el registro nacional de profesionistas,ORG
Asociaciones,asociaciones,ORG
Con el objeto de mejorar,con el objeto de mejorar,MISC
Reconocimiento de Validez Oficial de Estudios,reconocimiento de validez oficial de estudios,MISC
RVOE,rvoe,ORG
RECONOCIMIENTO,reconocimiento,ORG
TIPO SUPERIOR,tipo superior,MISC
RVOE,rvoe,ORG
PERIODO,periodo,ORG
"NegadosPendientes2/Total5,6842,421","negadospendientes2/total5,6842,421",LOC
De los emitidos,de los emitidos,MISC
De los pendientes,de los pendientes,MISC
FUENTE,fuente,ORG
Educación Pública,educación pública,ORG
SERVICIOS UNIVERSALES Y,servicios universales y,ORG
EXPANSIÓN DE LA EDUCACIÓN,expansión de la educación,LOC
Artículo,artículo,PER
Constitucional,constitucional,MISC
Estado,estado,LOC
AUTENTICACIÓN DE TÍTULOS,autenticación de títulos,MISC
GRADOS,grados,MISC
DIPLOMAS,diplomas,MISC
EDUCACIÓN SUPERIOR,educación superior,MISC
CICLO,ciclo,MISC
Títulos1/ Diploma,títulos1/ diploma,MISC
Especialidad) Grado,especialidad) grado,MISC
Maestría,maestría,MISC
Doctorado)Total Total,doctorado)total total,MISC
Autenticados,autenticados,LOC
Licenciatura,licenciatura,MISC
Técnico Superior Universitario,técnico superior universitario,MISC
Profesional Asociado,profesional asociado,ORG
Periodo del 1,periodo del 1,MISC
Los pendientes,los pendientes,MISC
FUENTE,fuente,ORG
Educación Pública.!y,educación pública.!y,MISC
Comisión de Primera Infancia del Sistema de Protección Integral de los Derechos de las Niñas,comisión de primera infancia del sistema de protección integral de los derechos de las niñas,ORG
Niños,niños,ORG
Adolescentes,adolescentes,ORG
Programa Especial,programa especial,ORG
Coordinador,coordinador,ORG
Programa Presupuestario,programa presupuestario,ORG
Comisión de Primera Infancia,comisión de primera infancia,ORG
Entre enero y mayo,entre enero y mayo,MISC
Programa Nacional de Educación Inicial,programa nacional de educación inicial,ORG
El documento,el documento,MISC
Comisión de Primera Infancia del Sistema Nacional de Protección Integral de Niñas,comisión de primera infancia del sistema nacional de protección integral de niñas,ORG
Niños,niños,ORG
Adolescentes.,adolescentes.,MISC
Secretaría de Educación Pública,secretaría de educación pública,MISC
Salud,salud,MISC
Bienestar,bienestar,ORG
Sistema Nacional para el Desarrollo Integral de la Familia,sistema nacional para el desarrollo integral de la familia,LOC
DIF,dif,ORG
Consejo Nacional para Prevenir la Discriminación,consejo nacional para prevenir la discriminación,ORG
CONAPRED,conapred,ORG
Comisión Nacional de los Derechos Humanos,comisión nacional de los derechos humanos,ORG
CNDH,cndh,ORG
Sistema Nacional de Protección Integral de Niñas,sistema nacional de protección integral de niñas,LOC
Niños,niños,ORG
Adolescentes,adolescentes,ORG
Banco Interamericano de Desarrollo,banco interamericano de desarrollo,ORG
Fondo de las Naciones Unidas para la Infancia,fondo de las naciones unidas para la infancia,ORG
UNICEF,unicef,ORG
Consejo Nacional de Fomento Educativo,consejo nacional de fomento educativo,ORG
CONAFE,conafe,ORG
ESCUELAS DE TIEMPO COMPLETO,escuelas de tiempo completo,MISC
Programa Escuelas de Tiempo Completo,programa escuelas de tiempo completo,ORG
PETC,petc,ORG
Presupuesto de Egresos de la Federación,presupuesto de egresos de la federación,MISC
Escuelas de Tiempo Completo,escuelas de tiempo completo,ORG
ETC,etc,ORG
En estas escuelas,en estas escuelas,MISC
Los alimentos,los alimentos,MISC
ETC,etc,ORG
Fondo de las Naciones Unidas para la Infancia,fondo de las naciones unidas para la infancia,ORG
Instituto Nacional de Salud Pública,instituto nacional de salud pública,ORG
Secretaría de Educación Pública,secretaría de educación pública,MISC
Evaluación del Servicio de Alimentación,evaluación del servicio de alimentación,ORG
Programa de Escuelas de Tiempo CompletoÓ,programa de escuelas de tiempo completoó,ORG
Guanajuato,guanajuato,LOC
Puebla,puebla,LOC
Yucatán,yucatán,LOC
PETC,petc,ORG
Autoridad Educativa Federal,autoridad educativa federal,ORG
Ciudad de México,ciudad de méxico,LOC
AEFCM,aefcm,ORG
PETC,petc,ORG
ETC,etc,ORG
AEFCM,aefcm,ORG
"Las 1,660 ETC","las 1,660 etc",MISC
Del total de ETC,del total de etc,MISC
Durante el ciclo escolar 2018-2019,durante el ciclo escolar 2018-2019,MISC
SERVICIOS DE,servicios de,MISC
SUPERIOR,superior,MISC
El Servicio Nacional de Bachillerato,el servicio nacional de bachillerato,ORG
Línea,línea,LOC
Tiene,tiene,LOC
Con la primera convocatoria de 2019,con la primera convocatoria de 2019,MISC
De diciembre de 2018,de diciembre de 2018,MISC
Prepa en Línea,prepa en línea,MISC
SEP,sep,ORG
De éstos,de éstos,MISC
Del total,del total,MISC
Del total de egresados,del total de egresados,MISC
Con la finalidad de garantizar el derecho a la educación media,con la finalidad de garantizar el derecho a la educación media,MISC
Prepa Abierta,prepa abierta,ORG
La entidad federativa,la entidad federativa,MISC
Nuevo León,nuevo león,LOC
Chihuahua,chihuahua,LOC
Guanajuato,guanajuato,LOC
Jalisco,jalisco,LOC
Puebla,puebla,LOC
México,méxico,LOC
Tecnológico Nacional de México,tecnológico nacional de méxico,LOC
TecNM,tecnm,MISC
Institutos Tecnológicos,institutos tecnológicos,ORG
Universidad Abierta,universidad abierta,ORG
Distancia de México,distancia de méxico,LOC
UnADM,unadm,LOC
Técnico Superior Universitario,técnico superior universitario,MISC
TSU,tsu,ORG
Licenciatura,licenciatura,LOC
Ingeniería,ingeniería,LOC
Posgrado,posgrado,LOC
TSU,tsu,MISC
El 53% son mujeres,el 53% son mujeres,MISC
Maya,maya,MISC
Náhuatl,náhuatl,LOC
Zapoteco,zapoteco,LOC
Mixteco,mixteco,LOC
Otomí,otomí,LOC
FORMACIÓN Y CERTIFICACIÓN,formación y certificación,ORG
TRABAJO,trabajo,MISC
El programa,el programa,MISC
Centros de Estudio para el Trabajo Industrial,centros de estudio para el trabajo industrial,MISC
CECATI,cecati,ORG
Se tuvo una eficiencia terminal,se tuvo una eficiencia terminal,MISC
La matrícula nacional de personas,la matrícula nacional de personas,MISC
Reconocimiento Oficial de la Competencia Ocupacional,reconocimiento oficial de la competencia ocupacional,MISC
ROCO,roco,ORG
La Certificación de Competencias Laborales,la certificación de competencias laborales,LOC
Estándar de Competencia,estándar de competencia,MISC
Colegio Nacional de Educación Profesional Técnica,colegio nacional de educación profesional técnica,ORG
La Dirección General de Centros de Formación para el Trabajo,la dirección general de centros de formación para el trabajo,ORG
DGCFT,dgcft,ORG
Mediante Convenios de Colaboración,mediante convenios de colaboración,MISC
Ferias Profesiográficas,ferias profesiográficas,PER
Colegio de Bachilleres,colegio de bachilleres,LOC
Las Ferias Profesiográficas,las ferias profesiográficas,LOC
Universidad Autónoma Metropolitana Unidad Iztapalapa,universidad autónoma metropolitana unidad iztapalapa,ORG
Universidad Nacional Autónoma de México,universidad nacional autónoma de méxico,ORG
UNAM,unam,ORG
Modelo Mexicano,modelo mexicano,MISC
Formación Dual,formación dual,ORG
Debido al continuo trabajo de las Universidades Tecnológicas y Politécnicas,debido al continuo trabajo de las universidades tecnológicas y politécnicas,MISC
Al 30 de junio de 2019,al 30 de junio de 2019,MISC
Consejos de Vinculación,consejos de vinculación,ORG
Pertinencia,pertinencia,ORG
Universidades Tecnológicas,universidades tecnológicas,ORG
Universidades Politécnicas,universidades politécnicas,LOC
Consejos Sociales,consejos sociales,MISC
Instituto Politécnico Nacional,instituto politécnico nacional,ORG
IPN,ipn,ORG
CONSEJOS,consejos,ORG
PERTINENCIA CONSTITUIDOS,pertinencia constituidos,MISC
A 2019AñoUniversidades tecnológicasUniversidades,a 2019añouniversidades tecnológicasuniversidades,MISC
Secretaría de Educación Pública,secretaría de educación pública,MISC
UNIVERSIDADES PARA EL BIENESTAR,universidades para el bienestar,ORG
Mediante Decreto,mediante decreto,ORG
Diario Oficial de la Federación,diario oficial de la federación,MISC
Organismo Coordinador de las Universidades para el Bienestar,organismo coordinador de las universidades para el bienestar,ORG
Secretaría de Educación Pública,secretaría de educación pública,MISC
Su propósito,su propósito,MISC
Programa de Universidades para el Bienestar,programa de universidades para el bienestar,MISC
Benito Juárez García,benito juárez garcía,PER
Así,así,PER
El programa está orientado,el programa está orientado,MISC
"Hasta el momento 39,170","hasta el momento 39,170",MISC
Asimismo,asimismo,PER
SUBSIDIOS,subsidios,MISC
ORGANISMOS,organismos,MISC
Dirección General de Educación Superior Universitaria,dirección general de educación superior universitaria,ORG
Instituciones Públicas de Educación Superior,instituciones públicas de educación superior,ORG
Hasta el 30 de junio de 2019,hasta el 30 de junio de 2019,MISC
En 20l8 el TecNM,en 20l8 el tecnm,MISC
Programa de Subsidios para Organismos Descentralizados,programa de subsidios para organismos descentralizados,MISC
Institutos Tecnológicos Descentralizados,institutos tecnológicos descentralizados,ORG
Subsistema de Universidades Tecnológicas y Politécnicas,subsistema de universidades tecnológicas y politécnicas,LOC
FORTALECIMIENTO,fortalecimiento,MISC
EDUCATIVA,educativa,ORG
Se realizó una reunión nacional,se realizó una reunión nacional,MISC
Autoridades Educativas Locales,autoridades educativas locales,PER
Estrategia Nacional de Lectura,estrategia nacional de lectura,ORG
Estrategia Nacional de Seguridad y Estrategia para el Desarrollo del Pensamiento Matemático,estrategia nacional de seguridad y estrategia para el desarrollo del pensamiento matemático,ORG
Científico,científico,LOC
Estas reuniones regionales,estas reuniones regionales,MISC
Aguascalientes,aguascalientes,LOC
Campeche,campeche,LOC
Nuevo León,nuevo león,LOC
Baja California Sur,baja california sur,LOC
Chiapas,chiapas,LOC
Ciudad de México,ciudad de méxico,LOC
CONSEJOS,consejos,ORG
SOCIAL EN LA EDUCACIÓN,social en la educación,MISC
CPSE,cpse,ORG
Son,son,LOC
Durante el ciclo escolar 2018-2019,durante el ciclo escolar 2018-2019,MISC
Consejos Escolares,consejos escolares,ORG
CONSEJOS,consejos,ORG
ESCOLARES,escolares,ORG
Sistema Educativo Nacional,sistema educativo nacional,ORG
Consejos Técnicos Escolares,consejos técnicos escolares,ORG
CTE,cte,ORG
Calendario Escolar,calendario escolar,MISC
Chiapas,chiapas,LOC
Guerrero,guerrero,LOC
Michoacán,michoacán,LOC
Oaxaca,oaxaca,LOC
CTE,cte,ORG
Equidad,equidad,ORG
Inclusión,inclusión,ORG
CTE,cte,ORG
Secretario de Educación Pública,secretario de educación pública,ORG
En la Reforma Constitucional,en la reforma constitucional,MISC
Comité de Planeación,comité de planeación,ORG
Evaluación,evaluación,ORG
Dichos programas,dichos programas,MISC
Comité,comité,ORG
El Calendario Escolar 2019,el calendario escolar 2019,MISC
SEP,sep,ORG
CTE,cte,ORG
Artículo Tercero Constitucional,artículo tercero constitucional,MISC
Programa de Mejora Continua,programa de mejora continua,MISC
En educación media superior,en educación media superior,MISC
Colegio de Bachilleres,colegio de bachilleres,LOC
COLBACH,colbach,ORG
Tecnologías de la Información y la Comunicación,tecnologías de la información y la comunicación,ORG
Internet,internet,MISC
Red Nacional para el Impulso de la Banda Ancha,red nacional para el impulso de la banda ancha,ORG
Red NIBA,red niba,ORG
En el primer semestre de 2019,en el primer semestre de 2019,MISC
CONSEJO,consejo,ORG
TIPO SUPERIOR,tipo superior,MISC
Programa Fortalecimiento de la Calidad Educativa,programa fortalecimiento de la calidad educativa,ORG
PFCE,pfce,ORG
Universidades Públicas Estatales,universidades públicas estatales,ORG
UPES,upes,ORG
Universidades Públicas Estatales,universidades públicas estatales,ORG
Apoyo Solidario,apoyo solidario,ORG
Universidad Pública Federal,universidad pública federal,ORG
Universidades Interculturales,universidades interculturales,ORG
Instituciones de Educación Superior Públicas,instituciones de educación superior públicas,ORG
TSU,tsu,ORG
Con estos recursos,con estos recursos,MISC
Universidades Tecnológicas y Politécnicas,universidades tecnológicas y politécnicas,LOC
PFCE,pfce,LOC
TSU,tsu,MISC
Comités Interinstitucionales,comités interinstitucionales,ORG
Evaluación de la Educación Superior,evaluación de la educación superior,ORG
CIEES,ciees,ORG
Consejo para la Acreditación de la Educación Superior,consejo para la acreditación de la educación superior,ORG
Instituciones de Educación Superior,instituciones de educación superior,ORG
IES,ies,ORG
IES,ies,ORG
El Programa de Apoyo para el Desarrollo de la Educación Superior,el programa de apoyo para el desarrollo de la educación superior,MISC
En el primer semestre de 2019,en el primer semestre de 2019,MISC
Instituciones de Educación Superior,instituciones de educación superior,MISC
Comités,comités,ORG
Pares Académicos,pares académicos,ORG
Universidad Pedagógica Nacional,universidad pedagógica nacional,ORG
UPN,upn,ORG
Licenciatura,licenciatura,LOC
Educación,educación,LOC
Innovación Pedagógica,innovación pedagógica,ORG
EVALUADOS,evaluados,MISC
2019 Tipo de proyectos Aprobados Total 120 Fomento,2019 tipo de proyectos aprobados total 120 fomento,MISC
Fortalecimiento,fortalecimiento,MISC
Instituciones de Educación Superior 19 Contenidos transversales 25 Innovación,instituciones de educación superior 19 contenidos transversales 25 innovación,MISC
FUENTE,fuente,ORG
Educación Pública,educación pública,ORG
Licenciatura,licenciatura,LOC
Educación Preescolar,educación preescolar,LOC
Tecnologías de la Información,tecnologías de la información,ORG
Comunicación,comunicación,ORG
UnADM,unadm,MISC
Red Nacional de Impulso,red nacional de impulso,ORG
Banda Ancha,banda ancha,ORG
Red NIBA,red niba,ORG
A partir del 1 de julio de 2019,a partir del 1 de julio de 2019,MISC
Blackboard,blackboard,PER
Moodle,moodle,MISC
PLAN DE APOYO A LA CALIDAD EDUCATIVA Y,plan de apoyo a la calidad educativa y,MISC
PACTEN,pacten,MISC
El plan,el plan,MISC
Dicho,dicho,MISC
Autoridades Educativas,autoridades educativas,PER
ACTUALIZACIÓN DOCENTE PROGRAMA,actualización docente programa,MISC
Nueva Escuela Mexicana,nueva escuela mexicana,LOC
En educación básica,en educación básica,MISC
Sistema Nacional de Formación Continua,sistema nacional de formación continua,ORG
Actualización de Conocimientos,actualización de conocimientos,ORG
Capacitación,capacitación,ORG
Superación Profesional para Maestros de Educación Básica,superación profesional para maestros de educación básica,ORG
Sistema,sistema,MISC
A junio de 2019,a junio de 2019,MISC
Documento Base de Formación Continua 2019Ó,documento base de formación continua 2019ó,MISC
Actualización,actualización,MISC
Aprendizajes Clave,aprendizajes clave,LOC
Proyectar,proyectar,MISC
"EnseñanzaÓ 13,445","enseñanzaó 13,445",MISC
Documento Base de Formación,documento base de formación,ORG
La formación,la formación,MISC
Nueva Escuela Mexicana,nueva escuela mexicana,LOC
SEN,sen,ORG
Esta oferta está integrada por 33 cursos,esta oferta está integrada por 33 cursos,MISC
"Al 31 de julio iniciaron 23,350","al 31 de julio iniciaron 23,350",MISC
Habilidades,habilidades,MISC
Enseñanza,enseñanza,PER
Fortalecimiento,fortalecimiento,MISC
Indagar,indagar,ORG
CURSOS IMPARTIDOS A DOCENTES,cursos impartidos a docentes,MISC
CICLO,ciclo,MISC
Cursos Inscritos Habilidades,cursos inscritos habilidades,ORG
Indagar,indagar,ORG
Habilidades,habilidades,PER
"EMS 3,500 Fortalecimiento","ems 3,500 fortalecimiento",ORG
Nivel,nivel,ORG
Innovación,innovación,ORG
Matemáticas,matemáticas,ORG
Nivel,nivel,ORG
Innovación,innovación,ORG
Ciencias Sociales,ciencias sociales,LOC
Nivel,nivel,LOC
Innovación,innovación,ORG
Humanidades,humanidades,LOC
Nivel,nivel,ORG
Innovación,innovación,ORG
Comunicación,comunicación,ORG
Nivel,nivel,ORG
Acompañamiento,acompañamiento,LOC
Estrategias,estrategias,MISC
Enseñanza,enseñanza,PER
Habilidades de expresión,habilidades de expresión,ORG
Biodiversidad,biodiversidad,MISC
Competencias,competencias,MISC
500 Transformación,500 transformación,ORG
Innovación,innovación,ORG
Matemáticas,matemáticas,ORG
Nivel Avanzado,nivel avanzado,ORG
611 Innovación,611 innovación,ORG
Humanidades,humanidades,LOC
Nivel Avanzado,nivel avanzado,ORG
503 Fortalecimiento,503 fortalecimiento,ORG
Nivel Avanzado,nivel avanzado,ORG
Liderazgo,liderazgo,ORG
Innovación,innovación,ORG
Comunicación,comunicación,ORG
Nivel Avanzado,nivel avanzado,ORG
Innovación,innovación,ORG
Ciencias Sociales,ciencias sociales,LOC
Nivel Avanzado,nivel avanzado,ORG
468 Formación,468 formación,ORG
FUENTE,fuente,ORG
Educación Pública,educación pública,ORG
Sin embargo,sin embargo,MISC
Coordinación Sectorial de Desarrollo Académico,coordinación sectorial de desarrollo académico,LOC
COSDAC,cosdac,ORG
COSDAC,cosdac,ORG
En el marco del Programa para el Desarrollo Profesional Docente,en el marco del programa para el desarrollo profesional docente,MISC
Coordinación Nacional del Servicio Profesional Docente,coordinación nacional del servicio profesional docente,ORG
CNSPD,cnspd,ORG
SEP,sep,ORG
Servicio Profesional Docente,servicio profesional docente,ORG
H. Congreso de la Unión,h. congreso de la unión,PER
Sistema para la Carrera de las Maestras,sistema para la carrera de las maestras,ORG
Maestros,maestros,ORG
Segundo Transitorio del Decreto,segundo transitorio del decreto,MISC
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
DOF,dof,MISC
Estado,estado,MISC
Sistema para la Carrera de las Maestras,sistema para la carrera de las maestras,ORG
Maestros por el H. Congreso de la Unión,maestros por el h. congreso de la unión,ORG
Curso Integral de Consolidación de las Habilidades DocentesÓ,curso integral de consolidación de las habilidades docentesó,MISC
Curso Integral de Consolidación de las Habilidades DocentesÓ. !,curso integral de consolidación de las habilidades docentesó. !,MISC
El periodo para su desarrollo,el periodo para su desarrollo,MISC
Las Autoridades Educativas Locales,las autoridades educativas locales,ORG
Lineamientos,lineamientos,LOC
En educación media superior,en educación media superior,MISC
Los participantes de Chiapas,los participantes de chiapas,MISC
Oaxaca,oaxaca,LOC
Ciudad de México,ciudad de méxico,LOC
FORMACIÓN DE,formación de,MISC
BASADA,basada,MISC
COMPETENCIAS,competencias,MISC
El programa,el programa,MISC
México,méxico,LOC
Equipar,equipar,MISC
DGCFT,dgcft,MISC
Unidad de Educación Media Superior Agropecuaria y Ciencias del Mar,unidad de educación media superior agropecuaria y ciencias del mar,ORG
UEMSTAyCM,uemstaycm,ORG
!Concluir,!concluir,ORG
Servicios de salud,servicios de salud,MISC
Agroalimentos,agroalimentos,PER
Automotriz,automotriz,LOC
Tecnologías de la Información,tecnologías de la información,ORG
Construcción,construcción,LOC
Gastronómico,gastronómico,LOC
Minería,minería,LOC
Estrategia de Monitoreo,estrategia de monitoreo,ORG
Evaluación del Programa de Formación de Recursos Humanos Basada en Competencias,evaluación del programa de formación de recursos humanos basada en competencias,ORG
Encuesta Nacional de Inserción Laboral de los Egresados de Educación Media Superior 2019,encuesta nacional de inserción laboral de los egresados de educación media superior 2019,MISC
Instituto Nacional de Estadística y Geografía,instituto nacional de estadística y geografía,ORG
Con ello,con ello,MISC
Colegio de Bachilleres,colegio de bachilleres,LOC
Se impartieron 40,se impartieron 40,MISC
Colegio de Bachilleres,colegio de bachilleres,LOC
Programa para el Desarrollo Profesional Docente,programa para el desarrollo profesional docente,ORG
Profesores de Tiempo Completo,profesores de tiempo completo,ORG
PTC,ptc,ORG
El programa,el programa,MISC
UPES,upes,ORG
Entre 2018,entre 2018,MISC
De los proyectos de estudio aprobados,de los proyectos de estudio aprobados,MISC
En cuanto a los apoyos para maestría,en cuanto a los apoyos para maestría,MISC
A junio de 2019,a junio de 2019,MISC
Fortalecimiento,fortalecimiento,MISC
Universidades Tecnológicas,universidades tecnológicas,LOC
Universidades Politécnicas,universidades politécnicas,ORG
PRODEP,prodep,ORG
UPN,upn,ORG
Estrategia Nacional de Formación Continua de Educación Básica,estrategia nacional de formación continua de educación básica,ORG
IPN,ipn,MISC
Acciones de Formación,acciones de formación,MISC
Capacitación,capacitación,ORG
Actualización,actualización,ORG
Personal Académico,personal académico,ORG
Respecto a las becas,respecto a las becas,MISC
IPN,ipn,MISC
Beca por Exclusividad de la Comisión de Operación,beca por exclusividad de la comisión de operación,ORG
Fomento de Actividades Académicas(COFAA,fomento de actividades académicas(cofaa,ORG
Estímulo al Desempeño Docente,estímulo al desempeño docente,MISC
A junio de 2019,a junio de 2019,MISC
Cabe mencionar que,cabe mencionar que,MISC
TecNM,tecnm,MISC
Programa Nacional de Posgrados de Calidad,programa nacional de posgrados de calidad,ORG
PNPC,pnpc,ORG
La distribución por grado,la distribución por grado,MISC
Unidad Ajusco,unidad ajusco,ORG
Maestría en Desarrollo Educativo,maestría en desarrollo educativo,MISC
Programa Consolidado,programa consolidado,ORG
PNPC,pnpc,MISC
Consejo Nacional de Ciencia y Tecnología,consejo nacional de ciencia y tecnología,ORG
CONACyT,conacyt,ORG
Fortalecimiento de las Escuelas Normales,fortalecimiento de las escuelas normales,ORG
Programa de Capacitación,programa de capacitación,ORG
Estudiantes de Escuelas Normales,estudiantes de escuelas normales,ORG
Francia,francia,LOC
Universidades de Aquitaine,universidades de aquitaine,ORG
Bretagne,bretagne,LOC
Clermont,clermont,LOC
Grenoble,grenoble,LOC
Lille,lille,LOC
Central Val de Loire,central val de loire,LOC
Poitiers,poitiers,LOC
Reims,reims,LOC
Toulouse,toulouse,LOC
CAVILAM,cavilam,LOC
Vichy,vichy,ORG
Proyecto Jaime Torres Bodet,proyecto jaime torres bodet,PER
Paulo Freire,paulo freire,PER
Movilidad Iberoamericana,movilidad iberoamericana,ORG
Autoridades Estatales,autoridades estatales,ORG
Cuba,cuba,LOC
Ecuador,ecuador,LOC
Uruguay,uruguay,LOC
Movilidad Académica Nacional,movilidad académica nacional,ORG
Estudiantes de Escuelas Normales,estudiantes de escuelas normales,ORG
Se realizará entre las escuelas,se realizará entre las escuelas,MISC
E INTERCAMBIO,e intercambio,MISC
ACADÉMICO,académico,MISC
La cooperación educativa internacional,la cooperación educativa internacional,MISC
Universidad Macquarie,universidad macquarie,ORG
Sídney,sídney,LOC
Australia,australia,LOC
Declaración de Incheon,declaración de incheon,MISC
Objetivo de Desarrollo Sostenible,objetivo de desarrollo sostenible,ORG
